Date,Open,High,Low,Close,Adj Close,Volume
2020-11-25,0.310000,0.310000,0.280000,0.310000,0.310000,4588800
2020-11-27,0.300000,0.310000,0.300000,0.300000,0.300000,2328500
2020-11-30,0.300000,0.310000,0.280000,0.280000,0.280000,7461700
2020-12-01,0.280000,0.290000,0.270000,0.280000,0.280000,3893800
2020-12-02,0.280000,0.290000,0.260000,0.290000,0.290000,4042600
2020-12-03,0.290000,0.300000,0.270000,0.270000,0.270000,5546800
2020-12-04,0.290000,0.320000,0.290000,0.310000,0.310000,7630300
2020-12-07,0.320000,0.320000,0.300000,0.300000,0.300000,10988100
2020-12-08,0.410000,0.420000,0.360000,0.380000,0.380000,44069300
2020-12-09,0.380000,0.400000,0.350000,0.360000,0.360000,10211900
2020-12-10,0.360000,0.400000,0.360000,0.390000,0.390000,13940300
2020-12-11,0.410000,0.420000,0.370000,0.410000,0.410000,10488000
2020-12-14,0.430000,0.460000,0.390000,0.390000,0.390000,13044500
2020-12-15,0.390000,0.410000,0.380000,0.390000,0.390000,5212200
2020-12-16,0.400000,0.400000,0.370000,0.370000,0.370000,6426600
2020-12-17,0.380000,0.380000,0.360000,0.370000,0.370000,4377600
2020-12-18,0.380000,0.380000,0.360000,0.360000,0.360000,5179800
2020-12-21,0.340000,0.340000,0.320000,0.340000,0.340000,6530000
2020-12-22,0.350000,0.350000,0.330000,0.330000,0.330000,4538200
2020-12-23,0.330000,0.360000,0.330000,0.360000,0.360000,5428800
2020-12-24,0.370000,0.370000,0.340000,0.350000,0.350000,2718200
2020-12-28,0.360000,0.380000,0.340000,0.350000,0.350000,6172700
2020-12-29,0.360000,0.360000,0.340000,0.350000,0.350000,4945200
2020-12-30,0.350000,0.370000,0.350000,0.360000,0.360000,5086900
2020-12-31,0.360000,0.370000,0.350000,0.360000,0.360000,3475200
2021-01-04,0.370000,0.370000,0.350000,0.360000,0.360000,3566700
2021-01-05,0.370000,0.420000,0.370000,0.420000,0.420000,18993500
2021-01-06,0.410000,0.440000,0.390000,0.410000,0.410000,10330300
2021-01-07,0.430000,0.430000,0.410000,0.410000,0.410000,6831800
2021-01-08,0.440000,0.460000,0.420000,0.440000,0.440000,9585000
2021-01-11,0.470000,0.550000,0.450000,0.540000,0.540000,23706800
2021-01-12,0.590000,0.600000,0.520000,0.550000,0.550000,21293400
2021-01-13,0.570000,0.570000,0.520000,0.540000,0.540000,11147700
2021-01-14,0.520000,0.540000,0.510000,0.540000,0.540000,7664600
2021-01-15,0.550000,0.550000,0.510000,0.510000,0.510000,8044800
2021-01-19,0.520000,0.540000,0.500000,0.530000,0.530000,12453500
2021-01-20,0.540000,0.540000,0.510000,0.510000,0.510000,7822400
2021-01-21,0.510000,0.520000,0.490000,0.510000,0.510000,10270900
2021-01-22,0.500000,0.510000,0.490000,0.500000,0.500000,6087600
2021-01-25,0.500000,0.520000,0.460000,0.490000,0.490000,10735600
2021-01-26,0.490000,0.500000,0.470000,0.470000,0.470000,9490300
2021-01-27,0.450000,0.510000,0.420000,0.480000,0.480000,16429200
2021-01-28,0.520000,0.960000,0.510000,0.630000,0.630000,372982300
2021-01-29,0.660000,0.780000,0.570000,0.590000,0.590000,89009600
2021-02-01,0.640000,0.700000,0.580000,0.650000,0.650000,80203600
2021-02-02,0.690000,0.710000,0.620000,0.630000,0.630000,41793100
2021-02-03,0.650000,0.670000,0.630000,0.650000,0.650000,22636400
2021-02-04,0.650000,0.660000,0.620000,0.630000,0.630000,22970700
